accepted_currencies,address,avg_lead_time_days,capacity_profile,certifications,city,commercial_terms_json,company_size,contact_email,country,country_code,created_at,default_currency,default_moq,deleted_at,identity_json,incoterms_supported,is_active,lead_time_profile_json,legal_name,name,onboarding_method,payment_terms_options,phone,quality_rating,region,regions_served,regions_served_macro,reliability_score,status,trading_name,updated_at,vendor_id,vendor_type,website,year_established
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""11 Industrial Park Road"", ""line2"": null, ""city"": ""Suzhou"", ""state_region"": ""Jiangsu"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",23.00,"{""max_monthly_units"": 17750, ""utilization_rate"": 0.67, ""min_order_value_usd"": 750}","[""ISO9001""]",Suzhou,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",large,rfq@suzhou-casting-foundry-011.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,100.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-011"", ""vendor_identity_key"": ""55df77e9bc3a03b03529994371484d5c3205d9f00aa12000978100f9e7fd8ecb""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 10, ""pilot_days"": 15, ""production_days"": 32, ""rush_supported"": false}",Suzhou Casting Foundry 011 Co. Ltd.,Suzhou Casting Foundry 011,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000011,0.794000,"Jiangsu, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.740000,GHOST,Suzhou Casting Foundry 011,2026-04-13T05:30:00+00:00,caf1b054-4410-5a50-8ceb-1ed10a99f1a7,manufacturer,https://suzhou-casting-foundry-011.example,2011
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""12 Industrial Park Road"", ""line2"": null, ""city"": ""Qingdao"", ""state_region"": ""Shandong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",24.00,"{""max_monthly_units"": 18000, ""utilization_rate"": 0.71, ""min_order_value_usd"": 900}","[""ISO9001""]",Qingdao,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": false, ""platform_integration_level"": ""portal_only""}",small,rfq@qingdao-plastics-molding-012.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,10.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-012"", ""vendor_identity_key"": ""28bfb5fc6d82c2673f2be58565734e06d91fa07755b833915848b6c5beb5c464""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 11, ""pilot_days"": 16, ""production_days"": 33, ""rush_supported"": true}",Qingdao Plastics Molding 012 Co. Ltd.,Qingdao Plastics Molding 012,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000012,0.811000,"Shandong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.755000,GHOST,Qingdao Plastics Molding 012,2026-04-13T05:30:00+00:00,3413cdad-d197-581f-b6e5-29c28abaf31a,manufacturer,https://qingdao-plastics-molding-012.example,2012
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""13 Industrial Park Road"", ""line2"": null, ""city"": ""Dongguan"", ""state_region"": ""Guangdong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",25.00,"{""max_monthly_units"": 18250, ""utilization_rate"": 0.75, ""min_order_value_usd"": 1050}","[""ISO9001"", ""REACH"", ""ROHS"", ""UL""]",Dongguan,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",medium,rfq@dongguan-electronics-fabrication-013.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,25.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-013"", ""vendor_identity_key"": ""28eb3f9ec34c8ffbd6d360c3fa34bfaee79a1b75cf1f21c2d29d7fa7f4fa29b4""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 12, ""pilot_days"": 17, ""production_days"": 34, ""rush_supported"": false}",Dongguan Electronics Fabrication 013 Co. Ltd.,Dongguan Electronics Fabrication 013,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000013,0.828000,"Guangdong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.770000,GHOST,Dongguan Electronics Fabrication 013,2026-04-13T05:30:00+00:00,cc50df4d-3c88-5a2d-9bb2-abedb562dc49,contract_manufacturer,https://dongguan-electronics-fabrication-013.example,2013
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""14 Industrial Park Road"", ""line2"": null, ""city"": ""Ningbo"", ""state_region"": ""Zhejiang"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",26.00,"{""max_monthly_units"": 18500, ""utilization_rate"": 0.79, ""min_order_value_usd"": 1200}","[""CE"", ""ISO9001"", ""UL""]",Ningbo,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",large,rfq@ningbo-electrical-assembly-014.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,50.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-014"", ""vendor_identity_key"": ""83f240c82dd8e3e6593a0f7ca24e582a6a8c22e6abf9b145ded0e97d21f20fdb""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 13, ""pilot_days"": 18, ""production_days"": 35, ""rush_supported"": false}",Ningbo Electrical Assembly 014 Co. Ltd.,Ningbo Electrical Assembly 014,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000014,0.845000,"Zhejiang, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.785000,GHOST,Ningbo Electrical Assembly 014,2026-04-13T05:30:00+00:00,a2d207b9-fced-5652-8d47-1f63eaab20b1,contract_manufacturer,https://ningbo-electrical-assembly-014.example,2014
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""15 Industrial Park Road"", ""line2"": null, ""city"": ""Suzhou"", ""state_region"": ""Jiangsu"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",27.00,"{""max_monthly_units"": 18750, ""utilization_rate"": 0.83, ""min_order_value_usd"": 1350}","[""IATF16949"", ""ISO9001""]",Suzhou,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",small,rfq@suzhou-precision-machining-015.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,100.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-015"", ""vendor_identity_key"": ""e5e9aa2baed1debd6e68e6cee2651b266674665a1d74536445c95c559d8ac726""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 14, ""pilot_days"": 19, ""production_days"": 21, ""rush_supported"": true}",Suzhou Precision Machining 015 Co. Ltd.,Suzhou Precision Machining 015,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000015,0.862000,"Jiangsu, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.800000,GHOST,Suzhou Precision Machining 015,2026-04-13T05:30:00+00:00,66bd4be9-b731-5b75-aa20-338d0d951962,manufacturer,https://suzhou-precision-machining-015.example,2015
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""16 Industrial Park Road"", ""line2"": null, ""city"": ""Qingdao"", ""state_region"": ""Shandong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",28.00,"{""max_monthly_units"": 19000, ""utilization_rate"": 0.55, ""min_order_value_usd"": 300}","[""IATF16949"", ""ISO9001""]",Qingdao,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": false, ""platform_integration_level"": ""portal_only""}",medium,rfq@qingdao-sheet-metal-works-016.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,10.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-016"", ""vendor_identity_key"": ""bc44171687d815d4ca134cfae57dc8096177bc37ab8f205d7bce1fea5ff47a2a""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 7, ""pilot_days"": 20, ""production_days"": 22, ""rush_supported"": false}",Qingdao Sheet Metal Works 016 Co. Ltd.,Qingdao Sheet Metal Works 016,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000016,0.879000,"Shandong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.815000,GHOST,Qingdao Sheet Metal Works 016,2026-04-13T05:30:00+00:00,31cf83b4-8fe1-5636-b5e2-51ce586677cd,contract_manufacturer,https://qingdao-sheet-metal-works-016.example,2016
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""17 Industrial Park Road"", ""line2"": null, ""city"": ""Dongguan"", ""state_region"": ""Guangdong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",29.00,"{""max_monthly_units"": 19250, ""utilization_rate"": 0.59, ""min_order_value_usd"": 450}","[""IATF16949"", ""ISO9001""]",Dongguan,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",large,rfq@dongguan-metal-forming-017.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,25.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-017"", ""vendor_identity_key"": ""49ea164a11cbab15ef07b2e217a4649cd28149b95e5da2604be84a3e0c8bf09e""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 8, ""pilot_days"": 21, ""production_days"": 23, ""rush_supported"": false}",Dongguan Metal Forming 017 Co. Ltd.,Dongguan Metal Forming 017,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000017,0.896000,"Guangdong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.830000,GHOST,Dongguan Metal Forming 017,2026-04-13T05:30:00+00:00,f4ea4f75-3987-5908-9786-436ffa5d2d8b,manufacturer,https://dongguan-metal-forming-017.example,2017
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""18 Industrial Park Road"", ""line2"": null, ""city"": ""Ningbo"", ""state_region"": ""Zhejiang"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",30.00,"{""max_monthly_units"": 19500, ""utilization_rate"": 0.63, ""min_order_value_usd"": 600}","[""ISO9001""]",Ningbo,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",small,rfq@ningbo-casting-foundry-018.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,50.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-018"", ""vendor_identity_key"": ""5f62c72152ee35296d27af977a1783acab0b333856ffe5b05e98f41fa2e286e1""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 9, ""pilot_days"": 22, ""production_days"": 24, ""rush_supported"": true}",Ningbo Casting Foundry 018 Co. Ltd.,Ningbo Casting Foundry 018,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000018,0.760000,"Zhejiang, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.845000,GHOST,Ningbo Casting Foundry 018,2026-04-13T05:30:00+00:00,685d90ee-7cc7-5dda-8164-e31188f5d875,manufacturer,https://ningbo-casting-foundry-018.example,2018
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""19 Industrial Park Road"", ""line2"": null, ""city"": ""Suzhou"", ""state_region"": ""Jiangsu"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",31.00,"{""max_monthly_units"": 19750, ""utilization_rate"": 0.67, ""min_order_value_usd"": 750}","[""ISO9001""]",Suzhou,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",medium,rfq@suzhou-plastics-molding-019.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,100.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-019"", ""vendor_identity_key"": ""47bc5e46572e66dd5a5755d1d4823a56e22db616c1ce99a01865e61dd50d3506""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 10, ""pilot_days"": 23, ""production_days"": 25, ""rush_supported"": false}",Suzhou Plastics Molding 019 Co. Ltd.,Suzhou Plastics Molding 019,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000019,0.777000,"Jiangsu, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.860000,GHOST,Suzhou Plastics Molding 019,2026-04-13T05:30:00+00:00,62cd5a24-4101-5d5a-b8af-bfcd34e42804,manufacturer,https://suzhou-plastics-molding-019.example,2019
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""20 Industrial Park Road"", ""line2"": null, ""city"": ""Qingdao"", ""state_region"": ""Shandong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",32.00,"{""max_monthly_units"": 20000, ""utilization_rate"": 0.71, ""min_order_value_usd"": 900}","[""ISO9001"", ""REACH"", ""ROHS"", ""UL""]",Qingdao,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": false, ""platform_integration_level"": ""portal_only""}",large,rfq@qingdao-electronics-fabrication-020.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,10.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-020"", ""vendor_identity_key"": ""792c148481d6b43fbad407947e46c9ffa61525c3282014ff5a27728f7ff91583""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 11, ""pilot_days"": 14, ""production_days"": 26, ""rush_supported"": false}",Qingdao Electronics Fabrication 020 Co. Ltd.,Qingdao Electronics Fabrication 020,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000020,0.794000,"Shandong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.875000,GHOST,Qingdao Electronics Fabrication 020,2026-04-13T05:30:00+00:00,d6578171-5b16-500c-acaf-872049372b82,contract_manufacturer,https://qingdao-electronics-fabrication-020.example,2000
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""21 Industrial Park Road"", ""line2"": null, ""city"": ""Dongguan"", ""state_region"": ""Guangdong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",12.00,"{""max_monthly_units"": 20250, ""utilization_rate"": 0.75, ""min_order_value_usd"": 1050}","[""CE"", ""ISO9001"", ""UL""]",Dongguan,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",small,rfq@dongguan-electrical-assembly-021.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,25.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-021"", ""vendor_identity_key"": ""fe23e2710c7a3961e4a3a721b38334cb1da03413641555da309c0ba12abcb87b""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 12, ""pilot_days"": 15, ""production_days"": 27, ""rush_supported"": true}",Dongguan Electrical Assembly 021 Co. Ltd.,Dongguan Electrical Assembly 021,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000021,0.811000,"Guangdong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.890000,GHOST,Dongguan Electrical Assembly 021,2026-04-13T05:30:00+00:00,3eb41ee7-3339-5a3a-a446-f3fba5fb3c5f,contract_manufacturer,https://dongguan-electrical-assembly-021.example,2001
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""22 Industrial Park Road"", ""line2"": null, ""city"": ""Ningbo"", ""state_region"": ""Zhejiang"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",13.00,"{""max_monthly_units"": 20500, ""utilization_rate"": 0.79, ""min_order_value_usd"": 1200}","[""IATF16949"", ""ISO9001""]",Ningbo,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",medium,rfq@ningbo-precision-machining-022.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,50.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-022"", ""vendor_identity_key"": ""2b2ab4df3b158e48b106ed0b92c9f21a0a661eec0ac970f194b096637d51c63f""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 13, ""pilot_days"": 16, ""production_days"": 28, ""rush_supported"": false}",Ningbo Precision Machining 022 Co. Ltd.,Ningbo Precision Machining 022,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000022,0.828000,"Zhejiang, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.740000,GHOST,Ningbo Precision Machining 022,2026-04-13T05:30:00+00:00,c2f9534f-b622-5e53-833e-c93051b59264,manufacturer,https://ningbo-precision-machining-022.example,2002
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""23 Industrial Park Road"", ""line2"": null, ""city"": ""Suzhou"", ""state_region"": ""Jiangsu"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",14.00,"{""max_monthly_units"": 20750, ""utilization_rate"": 0.83, ""min_order_value_usd"": 1350}","[""IATF16949"", ""ISO9001""]",Suzhou,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",large,rfq@suzhou-sheet-metal-works-023.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,100.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-023"", ""vendor_identity_key"": ""22b7a02900bc15b16ee08cfcdc0ead511fd6e9019099c8f6246e4cc91a5d0b2c""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 14, ""pilot_days"": 17, ""production_days"": 29, ""rush_supported"": false}",Suzhou Sheet Metal Works 023 Co. Ltd.,Suzhou Sheet Metal Works 023,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000023,0.845000,"Jiangsu, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.755000,GHOST,Suzhou Sheet Metal Works 023,2026-04-13T05:30:00+00:00,3036a681-5421-5f13-8bf1-55d9b7944c8e,contract_manufacturer,https://suzhou-sheet-metal-works-023.example,2003
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""24 Industrial Park Road"", ""line2"": null, ""city"": ""Qingdao"", ""state_region"": ""Shandong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",15.00,"{""max_monthly_units"": 21000, ""utilization_rate"": 0.55, ""min_order_value_usd"": 300}","[""IATF16949"", ""ISO9001""]",Qingdao,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": false, ""platform_integration_level"": ""portal_only""}",small,rfq@qingdao-metal-forming-024.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,10.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-024"", ""vendor_identity_key"": ""d96bc8ecc180a23006928068e4e49c48c22eb446d0949db00ceff83442663a14""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 7, ""pilot_days"": 18, ""production_days"": 30, ""rush_supported"": true}",Qingdao Metal Forming 024 Co. Ltd.,Qingdao Metal Forming 024,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000024,0.862000,"Shandong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.770000,GHOST,Qingdao Metal Forming 024,2026-04-13T05:30:00+00:00,fda74f10-7bb7-5ab3-94d3-a327f2419731,manufacturer,https://qingdao-metal-forming-024.example,2004
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""25 Industrial Park Road"", ""line2"": null, ""city"": ""Dongguan"", ""state_region"": ""Guangdong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",16.00,"{""max_monthly_units"": 21250, ""utilization_rate"": 0.59, ""min_order_value_usd"": 450}","[""ISO9001""]",Dongguan,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",medium,rfq@dongguan-casting-foundry-025.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,25.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-025"", ""vendor_identity_key"": ""5ac72fc47bff4d7a61db285515337f4fa81b7180b85db33cf6da869066674d76""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 8, ""pilot_days"": 19, ""production_days"": 31, ""rush_supported"": false}",Dongguan Casting Foundry 025 Co. Ltd.,Dongguan Casting Foundry 025,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000025,0.879000,"Guangdong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.785000,GHOST,Dongguan Casting Foundry 025,2026-04-13T05:30:00+00:00,45817ab1-44af-53c3-826c-41f10021f546,manufacturer,https://dongguan-casting-foundry-025.example,2005
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""26 Industrial Park Road"", ""line2"": null, ""city"": ""Ningbo"", ""state_region"": ""Zhejiang"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",17.00,"{""max_monthly_units"": 21500, ""utilization_rate"": 0.63, ""min_order_value_usd"": 600}","[""ISO9001""]",Ningbo,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",large,rfq@ningbo-plastics-molding-026.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,50.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-026"", ""vendor_identity_key"": ""1e82a7b081653da235bf23b6ee11d03b8d13107a4d3cd2e800682cca8341475e""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 9, ""pilot_days"": 20, ""production_days"": 32, ""rush_supported"": false}",Ningbo Plastics Molding 026 Co. Ltd.,Ningbo Plastics Molding 026,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000026,0.896000,"Zhejiang, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.800000,GHOST,Ningbo Plastics Molding 026,2026-04-13T05:30:00+00:00,5d79f85f-c427-5285-80a4-1417d564bbfd,manufacturer,https://ningbo-plastics-molding-026.example,2006
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""27 Industrial Park Road"", ""line2"": null, ""city"": ""Suzhou"", ""state_region"": ""Jiangsu"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",18.00,"{""max_monthly_units"": 21750, ""utilization_rate"": 0.67, ""min_order_value_usd"": 750}","[""ISO9001"", ""REACH"", ""ROHS"", ""UL""]",Suzhou,"{""payment_terms_default"": ""Net 30"", ""nda_willing"": true, ""engineering_support"": false, ""substitution_willing"": true, ""platform_integration_level"": ""portal_only""}",small,rfq@suzhou-electronics-fabrication-027.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,100.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-027"", ""vendor_identity_key"": ""5ffaa53013ed3f3041f69833d4c05bf67df9f3871de1194661bfe118f992a006""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 10, ""pilot_days"": 21, ""production_days"": 33, ""rush_supported"": true}",Suzhou Electronics Fabrication 027 Co. Ltd.,Suzhou Electronics Fabrication 027,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000027,0.760000,"Jiangsu, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.815000,GHOST,Suzhou Electronics Fabrication 027,2026-04-13T05:30:00+00:00,7a2c7bab-409d-5d75-94ff-71ebc31667f7,contract_manufacturer,https://suzhou-electronics-fabrication-027.example,2007
"[""CNY"", ""EUR"", ""USD""]","{""line1"": ""28 Industrial Park Road"", ""line2"": null, ""city"": ""Qingdao"", ""state_region"": ""Shandong"", ""postal_code"": null, ""country_code"": ""CN"", ""lat"": null, ""lng"": null}",19.00,"{""max_monthly_units"": 22000, ""utilization_rate"": 0.71, ""min_order_value_usd"": 900}","[""CE"", ""ISO9001"", ""UL""]",Qingdao,"{""payment_terms_default"": ""T/T 30/70"", ""nda_willing"": true, ""engineering_support"": true, ""substitution_willing"": false, ""platform_integration_level"": ""portal_only""}",medium,rfq@qingdao-electrical-assembly-028.example,CN,CN,2026-04-13T05:30:00+00:00,CNY,10.00000000,,"{""external_source"": ""platform_seed"", ""external_source_id"": ""seed-vendor-028"", ""vendor_identity_key"": ""f243b408348a53052cc466b66b78aaa2e9b081379fc6f9f121561bee1d474f94""}","[""EXW"", ""FOB"", ""CIF"", ""DAP""]",True,"{""prototype_days"": 11, ""pilot_days"": 22, ""production_days"": 34, ""rush_supported"": false}",Qingdao Electrical Assembly 028 Co. Ltd.,Qingdao Electrical Assembly 028,platform_seeded,"[""T/T 30% deposit, 70% before shipment"", ""Net 30""]",+10000000028,0.777000,"Shandong, China","[""CN"", ""VN"", ""TH"", ""MY"", ""ID"", ""US"", ""CA"", ""MX"", ""DE"", ""NL"", ""BE""]",China,0.830000,GHOST,Qingdao Electrical Assembly 028,2026-04-13T05:30:00+00:00,7df8c141-439d-5dec-bede-1520ca94b116,contract_manufacturer,https://qingdao-electrical-assembly-028.example,2008
